duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
43,2,55,2,5926,772,1,0,1,1,2,1,2,0,0,0,7,2,3,3,0,0,15,34,0.19106344113407392,0.0006281145123904208,0.24830880028546376,0.19873353873579924,0.06063280849865593,0.5424775874740034,0.2688630709703963,64,7,0.13152853596494363,0.6271771929354795,0.8884365502400599,0.3597119890580429,0.4861894762622613,0.19724316194294877,0.92864944369191,0.7831289607203106,1
869,1,45,2,1646,210,0,0,0,0,3,1,1,0,1,7,9,3,6,7,1,0,75,92,0.40736068614145093,0.6876160104736807,0.34410080028534085,0.06240353079291294,0.8877530991099665,0.9858301197953487,0.15756445179077017,16,53,0.9549139279812994,0.6298662382428831,0.7862955531870099,0.8333604384498587,0.579508332942598,0.07445928014351033,0.22536859415272792,0.6160940957245754,1
193,1,45,1,4816,7237,0,0,0,1,9,0,5,0,0,9,5,1,0,3,0,1,39,33,0.41447032412158025,0.9478373181837162,0.8794670617714527,0.3029294458129258,0.7014399768433994,0.12190822711583604,0.627405549867028,71,43,0.7391957087084605,0.1570236835615917,0.8414051789284422,0.3219951717592623,0.3970772726885258,0.8116190619887071,0.766986473782588,0.7015994036611558,1
902,2,70,3,3695,6979,1,1,0,0,7,1,6,0,0,5,4,6,4,3,1,0,44,95,0.49088953455861994,0.8528169127286269,0.6840282621788785,0.3378547391912664,0.9123262554650868,0.5654650395256949,0.9966872623511107,7,30,0.28685546969021836,0.8399610741313416,0.6421436565139577,0.036108882499125694,0.4505753755381705,0.8612465137909421,0.5272577136316173,0.30139060404426155,1
752,3,45,4,1390,6808,0,1,1,1,1,0,0,1,1,6,2,5,5,1,1,0,92,63,0.8527780155910678,0.6143970233371453,0.6122316607664193,0.48474166359582227,0.08410343462417613,0.8698728269173325,0.8808999246442204,74,45,0.5680623041713493,0.5765362718015852,0.00471223152168343,0.42317888311707763,0.4767632952183716,0.2646694109267993,0.37740016015779454,0.20845895023162442,0
352,1,45,3,1597,3323,0,0,1,0,5,0,6,0,1,8,0,0,6,4,0,0,55,12,0.24027089059419926,0.794835860745182,0.07493226787002949,0.027569451799829503,0.9527800720838134,0.21297542050243445,0.7204795516295445,8,38,0.3615574457590759,0.3907461831225989,0.8437659155807278,0.33331784999951675,0.7619272056067994,0.9461779053480702,0.29264328074613966,0.375918959091591,0
491,1,45,4,8235,1935,0,1,0,1,2,0,6,0,1,9,6,5,5,6,0,0,74,47,0.19462235226454705,0.23336035808427968,0.07603800438290398,0.30419412527003364,0.985748899167276,0.11750043227808349,0.31513134494375206,53,99,0.1170417646590185,0.6819441745394197,0.5178971784586197,0.3237995336106294,0.7535794098380303,0.3508943520484771,0.8426412703918863,0.6712497481427375,1
849,3,70,1,9742,715,0,1,1,1,8,1,7,1,1,2,6,1,7,1,0,0,75,87,0.6995849325610064,0.6087218709372192,0.3975702556973535,0.8742481462283018,0.09553787829491966,0.47382012980043997,0.21398169657126231,51,93,0.32972348146038366,0.5889444516013614,0.41894386616647217,0.33327079202418897,0.646938798902819,0.06488204105804574,0.5052715467249006,0.14091253975316098,1
979,1,45,1,9608,1284,1,0,0,1,0,1,4,1,1,7,2,2,3,1,1,0,17,99,0.0012868578910357753,0.5852120558305659,0.2150350960215387,0.4253726055684526,0.011528232808479366,0.6511134546298165,0.027954120721330522,97,51,0.7161981251710918,0.6179440524773284,0.11722515608782724,0.6676569116006335,0.17909619951054168,0.44410587571867477,0.08626139754002571,0.012640321116331843,1
61,2,45,2,7088,1109,0,1,1,1,6,1,6,0,0,8,7,8,4,7,1,0,83,40,0.5199573130284953,0.6462593787858523,0.6525966509771649,0.759516805318776,0.2142447313598531,0.2861009291654829,0.778465359234466,44,77,0.5852288109852507,0.03710813879101171,0.7811067985631809,0.7105445126963591,0.17234841525767075,0.7473661315355125,0.2640704050755468,0.9239310532586006,0
538,3,70,1,2610,950,0,1,0,0,7,1,8,0,0,7,5,3,0,3,0,0,24,19,0.42661333378319277,0.4989322339253386,0.5877140787438162,0.7004089541112197,0.40996870106033356,0.43961442118503014,0.9540012327123715,91,56,0.5502762817129261,0.5480263447236909,0.025931415367256405,0.37727130558124455,0.7186807934985217,0.4331391586593556,0.05993579288361839,0.6694604860105747,1
55,3,55,2,7617,8149,0,0,1,1,7,0,8,0,1,6,9,0,4,2,1,0,87,1,0.7716318815805348,0.7421315318044953,0.6908463200022172,0.6375042262919869,0.7912531280850027,0.11243987274782974,0.9610402313290224,37,28,0.5247832704788541,0.5575784479475216,0.027909362245070346,0.5400940622843547,0.8210400187326293,0.9603694389766606,0.8180417118917916,0.46731017575903455,1
107,1,45,4,9481,5935,1,0,0,0,3,0,1,1,0,1,7,2,0,2,1,0,58,92,0.4222164115396656,0.5656610092584258,0.9859746850512846,0.8548401679907586,0.2462294443943882,0.9626936969542692,0.046724094551675144,76,18,0.3247661168980981,0.9825779738537093,0.9446500908106467,0.7719831014237436,0.32422155828223953,0.6196860436408782,0.054319911527918596,0.7748832048847913,1
742,3,70,2,4758,6942,0,1,1,0,1,1,8,1,1,7,1,5,8,3,1,1,73,43,0.9295494885597696,0.7196276434944867,0.6464973245623373,0.2553686933439996,0.703675761925879,0.18882255424284733,0.700061468846425,99,40,0.25622914642982064,0.14129748676544418,0.13264120562996362,0.6716364648740171,0.413904202993744,0.6837396495509682,0.014474210384477826,0.9107096476881017,0
548,3,70,3,9123,7274,0,0,1,1,0,0,8,0,0,7,6,2,1,0,0,0,2,69,0.317295500712513,0.8474213885251818,0.9697266177145107,0.4583400969182717,0.48119638047608837,0.0073441546774042354,0.42585728054806893,54,1,0.2230988156263648,0.02021715219317044,0.26713660677785434,0.8972123817190634,0.15084604000040092,0.3172617450884575,0.5114301341494635,0.5462529057114358,0
808,1,45,3,841,1328,0,1,1,1,2,1,5,1,1,1,5,2,6,1,0,0,12,74,0.23108569443656368,0.11595398694612213,0.12176561294668231,0.40492392644362374,0.6082726792736803,0.5177530658589297,0.26661068321521275,71,31,0.4154029592412234,0.7554931348325221,0.20282698004727162,0.14636884090963442,0.17082399648144264,0.01075150756532861,0.3153229021936904,0.340309248940059,0
527,3,70,3,7130,1225,1,1,1,1,7,1,3,0,0,6,5,5,2,6,0,0,74,44,0.19602265042709555,0.1903496391318975,0.726773867223033,0.9457571993991384,0.9837656819726646,0.14166772940132655,0.2386730171831294,5,16,0.6600351435324179,0.8365906534930303,0.8109431271189321,0.9913058716885885,0.3101493033748839,0.9810483411015664,0.24670422879526155,0.032632667488619815,0
789,3,55,2,9672,1696,0,1,0,0,1,0,3,0,0,4,6,1,5,9,0,1,89,30,0.9688280818597845,0.3089305901045627,0.4132069475704312,0.5886932927810595,0.5232188196923333,0.047483802777470774,0.30879587376290674,15,77,0.6842172090296482,0.4243890636981643,0.11862489199397785,0.29158745530966734,0.32037200368044616,0.02589053427170518,0.1459014554014847,0.4348748446974099,1
188,2,55,4,4615,5742,1,1,1,1,3,1,8,1,1,7,1,9,6,4,1,1,92,86,0.10964500250408771,0.574142861700695,0.037458614534484735,0.2860666327930478,0.7771932640076678,0.5554166486537815,0.7242952016285734,40,28,0.6831913033022486,0.5157358129099485,0.47914459769412765,0.38143406240661226,0.9133864292142935,0.5684057827994055,0.9394700516761738,0.42940980949992436,0
923,2,45,3,6252,6739,0,1,1,1,3,0,4,0,1,9,8,5,4,6,1,1,76,36,0.36567146789652116,0.14708706440352948,0.15959014259039994,0.026837791626708407,0.9984286494854917,0.9855847619546415,0.7447001889056752,14,52,0.6224603665213827,0.01665659154362631,0.8595229946398739,0.7603396380755365,0.35355761944934927,0.2651626388380879,0.678475660296039,0.12667024404940241,0
582,2,45,4,4460,8836,0,1,1,0,1,1,0,1,1,2,9,4,6,1,0,1,71,44,0.5560701574833831,0.2612974634255554,0.4095464747701415,0.19274359464247437,0.4865956759278528,0.2506323226098046,0.02753551950200117,37,67,0.9825792921766109,0.5929056370212686,0.19998917883521483,0.9765455952419402,0.020316930026002766,0.23896348741846285,0.4543937998312736,0.34072631138588727,0
247,3,55,1,8851,7966,0,1,1,1,2,1,2,0,1,6,9,2,9,4,0,0,12,14,0.40757407560927905,0.48682071967483775,0.9496188970500747,0.018704756465436012,0.23132774425209957,0.6737942113535821,0.6287100277983935,95,84,0.3290905359770513,0.1362584541758579,0.21730398924778693,0.5236317336651849,0.12672784245653357,0.8687258960042178,0.1232838781115021,0.5591865470898577,1
564,2,55,4,293,9405,1,0,0,0,0,1,9,1,1,6,1,9,8,7,0,1,56,53,0.7017185032114452,0.535412310815691,0.5228196060947484,0.4515101781091637,0.07218047199047262,0.03158720086433031,0.28393366498648975,56,10,0.03546251500639985,0.0704107534758801,0.6953587811111335,0.8754934621851845,0.31504512000134477,0.8828935941105117,0.3484778872517035,0.38887096450029324,1
133,3,45,4,5439,9156,1,0,1,0,3,1,1,0,1,7,6,9,5,3,0,1,9,36,0.058620016029702904,0.04484179023179502,0.3590856489482992,0.2558715074619168,0.5141078543817111,0.047886608435676714,0.8339097799374782,1,68,0.14349274482940355,0.04452273515724947,0.7423433513843409,0.7046400445898752,0.9302444798657981,0.16326341477534334,0.2591555192170779,0.07081273438725988,0
900,1,45,1,2398,3159,1,0,0,0,8,1,2,0,1,0,3,2,2,0,0,1,37,4,0.857472135162725,0.49974028591233277,0.5476483457232726,0.5394204675977816,0.29016144202222216,0.9068698803210854,0.8773841703009525,40,54,0.08374417425374525,0.9096782102890709,0.5108134231135403,0.3769298470822662,0.05142908979584904,0.8468299981314881,0.5148955237595454,0.014014767435031161,0
618,3,55,1,8666,621,0,1,0,0,1,1,3,0,0,8,6,2,7,0,1,1,86,83,0.3734314565711818,0.9114592779922633,0.2737711053629195,0.05038889107227973,0.8065689914429967,0.7768714573897366,0.956636591016323,17,52,0.6519705201623136,0.598631987864305,0.21626891494182066,0.3315931001958291,0.11291665170367904,0.941634100553197,0.5672735951622146,0.4991401345853542,1
354,2,45,4,9547,4292,0,0,1,1,1,1,3,1,1,6,9,5,8,5,1,0,65,32,0.7126780870950487,0.2652054345374657,0.5435116045809809,0.2743753321004905,0.7494037902278595,0.7721460388892106,0.2898763788568316,65,57,0.896251941216995,0.9171900223356905,0.5098613451217775,0.8525391901285672,0.20446170377502892,0.4763735632937576,0.1554034019039362,0.7387078243356908,1
52,1,45,4,9060,7037,0,1,1,0,7,0,9,1,0,3,2,2,9,7,0,0,86,5,0.7790871462673626,0.8245736074521957,0.9790392858436422,0.8154438092415104,0.33264521862428176,0.26558619532152083,0.6015786318118876,94,27,0.1432291162869037,0.9887435941916416,0.7929469035378938,0.028161756361222978,0.3199759607626158,0.2100029984652272,0.5854716508367324,0.07056857375180359,0
641,3,45,1,2444,6597,0,1,0,1,2,1,3,0,1,6,8,3,2,1,0,0,85,19,0.3184858142270298,0.4130829074339727,0.5700123754175678,0.3589286650212733,0.8030248899843561,0.40762027672064294,0.2735413390125887,34,82,0.9183698794804406,0.6143014406146152,0.8060259357398436,0.6675557185687993,0.8642257582757594,0.29741839004395365,0.2697146995905587,0.495364706096848,1
907,3,55,1,158,4566,0,1,1,1,7,0,2,1,0,6,6,3,9,4,1,0,43,35,0.28507275057145387,0.14149511246768365,0.9058923577988636,0.3435763260910988,0.13297648131914197,0.5445103583214146,0.2446064658661965,14,18,0.29871584751890734,0.11891701964052914,0.958377474648142,0.5890580256157771,0.0436208213214202,0.3799080204733466,0.41361786149342106,0.5667094058130808,1
753,1,45,1,6490,6500,1,0,0,1,2,0,1,1,0,6,3,3,1,8,1,1,64,19,0.9761209924690608,0.6458630998965506,0.7991558540198547,0.4933918831418266,0.5261967775831258,0.8893956282108494,0.9566877356456459,62,0,0.21196617164647047,0.5540579885832202,0.19414505864409437,0.01277247867910336,0.6567084008976345,0.7082207088599204,0.5336679909838274,0.645598833032664,0
554,3,70,4,862,3595,0,0,0,1,9,0,6,1,0,9,1,9,9,7,1,0,2,35,0.6409151869913705,0.3868878147123843,0.08801042716195795,0.3123863125432066,0.5945470923399755,0.793103492754601,0.03888468437006287,59,85,0.31094198321770417,0.1432489202980708,0.7718868106454627,0.36111749521264735,0.9624476035751737,0.6384896057593767,0.07221475756363738,0.15049785221127854,0
189,1,55,4,8466,2931,0,0,1,1,0,0,0,0,0,6,1,6,8,5,0,0,17,56,0.155298480887348,0.04523858726153129,0.39256249495201245,0.9311105861588477,0.6435008800317409,0.15362790501328438,0.23662526014435226,24,7,0.8771943043970423,0.19826426675117437,0.18897173092787145,0.21942231527532086,0.8623892492586516,0.41877741051938633,0.8961698106240252,0.6082818900841948,0
863,2,70,1,2414,7014,0,0,1,1,8,1,9,0,0,9,1,7,2,0,1,0,49,98,0.7336470876701221,0.2603044472907312,0.16907046968630868,0.8287755550375799,0.6473935385652434,0.8301714269063334,0.2886707360223526,36,61,0.10858294607455066,0.10266714567121571,0.1444910971312504,0.3875035873413164,0.15702909165363066,0.1047578517295431,0.6351301524263663,0.8200280104565806,1
131,2,45,1,2343,4493,0,1,1,0,4,0,4,1,0,9,8,4,5,1,1,0,44,6,0.5126001164730417,0.3664286933348374,0.5004823474949914,0.7179942089704074,0.9572355344763939,0.048891280941970816,0.7526079426231217,52,88,0.4659407996572429,0.6423571375038152,0.8985018863833963,0.7260335630125667,0.5116658771240306,0.05425518402262142,0.8313951201500387,0.6937801618589974,0
959,3,70,2,4821,6687,1,0,0,0,5,0,1,0,0,0,8,3,9,0,1,0,48,78,0.947102765669011,0.33056177828871747,0.34290422703093715,0.7753829242173547,0.8600286325779762,0.29569853620511766,0.5471801718995869,84,57,0.23376848533222838,0.3089124594585798,0.4972666152556767,0.6094999907689584,0.25445080262615605,0.5759694411162632,0.6060638246061839,0.10568126539717237,0
366,2,70,4,3533,1551,0,0,1,0,1,1,0,0,1,7,2,2,8,3,1,0,11,89,0.3117807456921976,0.07791769782114444,0.07590793733909162,0.45368721349312446,0.642334928470753,0.004013260706499766,0.48379210133522443,78,72,0.7282181635749821,0.06207955492661399,0.07041637986136895,0.7384730571528146,0.8015134855589613,0.19369870001281764,0.6129665687822681,0.07733372715486364,0
775,2,45,4,4437,2217,0,1,0,0,1,0,7,1,1,9,7,6,1,1,1,0,64,6,0.8336242459695852,0.5690383410499484,0.2575738915466915,0.05978839553086113,0.9458256066130503,0.45295704516999136,0.7949873251194632,20,18,0.40766451082997,0.5656488745010195,0.303140648827367,0.7276003892130164,0.13619043861682545,0.09303315085731378,0.6271463678143298,0.5818577472755428,1
76,2,55,4,683,6098,1,1,1,0,1,0,9,0,1,1,7,5,6,7,1,0,34,96,0.962197400486582,0.506776982463289,0.30563140915041864,0.4817450693128772,0.19470690345262143,0.7157098224110885,0.07526887652275216,71,94,0.17183464931988668,0.8494324437244345,0.4930951742987759,0.018474052815313224,0.1257523521804036,0.29400001481225957,0.10919934172636558,0.5642491402790525,1
544,2,70,1,3887,4443,1,0,1,0,9,0,2,0,0,8,1,3,9,6,1,0,45,96,0.20163687811357367,0.22753955251397784,0.2480925782140112,0.6629200380210437,0.9831539735789034,0.15999402854492684,0.3423954116406396,69,48,0.26487683541738527,0.660514606163983,0.3010084667839872,0.8743799971050089,0.7793620862814972,0.24359693604713428,0.36851511917839375,0.6516606529760605,0
60,2,45,3,9729,4026,1,0,0,0,5,0,0,0,0,9,1,5,4,7,0,0,40,44,0.716199689000801,0.5544783064949715,0.3642134422553439,0.7805638969260068,0.9061423266451231,0.8836050582441234,0.15463297253101693,73,85,0.7866458517592184,0.36977378044733133,0.9401239348189707,0.4774005920035935,0.30426525476504895,0.9114469851225829,0.09576243316724786,0.17046705845550758,1
476,1,70,2,3989,8602,0,0,0,0,8,0,3,1,0,4,7,5,3,2,1,1,62,94,0.1579249597911775,0.5821751581983607,0.4603252089901295,0.38067693792951574,0.8102564929859661,0.454834125700719,0.3612969474101583,65,27,0.8224746770511051,0.5667065081231363,0.08092775182999246,0.733968048956019,0.7501509816654297,0.35775906201870944,0.8354800571682852,0.8472621458587662,0
357,2,70,2,3265,999,1,0,1,0,2,0,7,1,1,6,0,8,2,3,1,1,56,20,0.26006766469208065,0.45237005981266587,0.5704706982225224,0.43383344328760665,0.0048110088800210615,0.729621134818279,0.7352081999575601,82,50,0.2415882646091656,0.18703188749828747,0.7758959548986546,0.3278130835502069,0.2612118425212574,0.6863332417854007,0.7331697583919039,0.36379582001963007,0
617,3,70,4,7521,1365,1,0,0,0,1,0,8,1,0,7,6,4,1,6,0,0,72,38,0.9605972956872336,0.32551145011959404,0.9502588836041693,0.8357641600297434,0.30915914448631976,0.48457927163401504,0.9951755105203097,29,31,0.8829043654213554,0.37854502925067124,0.025411142405057596,0.15459899449556502,0.8299838185772407,0.9304816347411791,0.6673408759965881,0.6911987163636549,1
853,3,55,2,9224,9822,1,0,1,1,1,0,0,1,1,6,8,4,9,9,0,0,11,44,0.9794844609088587,0.635130520129149,0.3509966641814699,0.7830035418668857,0.4483142959913936,0.5137163974848827,0.29986726378852635,56,28,0.2234308382506801,0.47465142229046087,0.07622437674944338,0.32442052423907264,0.604888672581407,0.4215963155075064,0.2599139149048889,0.7405841179113339,1
